Time t / s,Events N,Channel n,Energy E / keV,Rate R / 1/s,Dead time t / %,Voltage U / V
194,17,194,194,25.0092108923717,0.175064476246602,696.109375
195,23,195,195,34.9978896272555,0.244985227390788,696.497395833333
196.001,15,196,196,35.0180693237711,0.245126485266397,696.885416666667
197,14,197,197,30.0101764508345,0.210071235155841,698.825520833333
198.001,14,198,198,35.5153167017325,0.248607216912127,696.497395833333
199.001,18,199,199,26.6543020321129,0.18658011422479,696.109375
200,18,200,200,34.033655882302,0.238235591176114,696.109375
201.001,15,201,201,22.9910978469137,0.160937684928396,696.109375
201.999,21,202,202,23.0088169786662,0.161061718850664,698.825520833333
203.001,26,203,203,36.6539843880684,0.256577890716479,696.109375
204,17,204,204,26.0110651070966,0.182077455749676,696.109375
205,17,205,205,37.9538860284754,0.265677202199328,696.109375
206,21,206,206,28.8879837320653,0.202215886124457,697.2734375
207,23,207,207,32.0702080995716,0.224491456697001,696.109375
208.001,13,208,208,33.3265939554446,0.233286157688112,696.109375
209.001,15,209,209,26.9857623118043,0.18890033618263,696.109375
210.001,15,210,210,34.4134188355076,0.240893931848553,696.109375
211,20,211,211,32.9702311782691,0.230791618247884,696.109375
212,15,212,212,38.8796571303014,0.27215759991211,696.497395833333
213,15,213,213,36.0632585618433,0.252442809932903,696.885416666667
214,22,214,214,38.7698095726648,0.271388667008653,696.109375
215.001,20,215,215,29.0318101543862,0.203222671080703,696.109375
216,17,216,216,33.2740131620905,0.232918092134633,696.109375
217,13,217,217,32.0482518479823,0.224337762935876,696.109375
218.001,12,218,218,33.3049907861743,0.23313493550322,696.885416666667
219,15,219,219,35.0462961572237,0.245324073100566,697.2734375
220.001,16,220,220,37.7151705945908,0.264006194162135,696.109375
221,14,221,221,33.0450503170973,0.231315352219681,696.109375
222,11,222,222,27.7408454655147,0.194185918258603,696.109375
223.001,22,223,223,32.9700862407538,0.230790603685276,696.109375
224.001,15,224,224,22.0587092546813,0.154410964782769,696.109375
225,18,225,225,28.8464141466365,0.201924899026456,696.109375
226,22,226,226,38.9913205320496,0.272939243724347,696.109375
227,19,227,227,32.1795842730604,0.225257089911423,696.497395833333
228,15,228,228,35.1090170087138,0.245763119060996,696.109375
229.001,12,229,229,35.4951310108647,0.248465917076053,696.109375
230,15,230,230,32.0115049348736,0.224080534544115,696.109375
231.001,16,231,231,26.60359840272,0.18622518881904,696.885416666667
232.001,15,232,232,28.8788037688616,0.202151626382031,696.109375
233,11,233,233,28.8753784201636,0.202127648941145,696.109375
234,12,234,234,33.0039703776364,0.231027792643455,696.109375
235,17,235,235,35.0603564035487,0.245422494824841,696.109375
236,10,236,236,35.5033498520065,0.248523448964046,696.109375
237.001,19,237,237,38.8855965750455,0.272199176025319,696.109375
238.001,13,238,238,35.9854402908583,0.251898082036008,696.497395833333
239,13,239,239,32.2203140636227,0.225542198445359,696.109375
240.001,12,240,240,28.0399625546329,0.19627973788243,696.109375
241.001,17,241,241,18.8723420387747,0.132106394271423,696.109375
242,15,242,242,23.0052152823045,0.161036506976131,696.109375
243.001,16,243,243,28.8837860866802,0.202186502606762,696.109375
244.001,14,244,244,35.5247516486815,0.248673261540771,696.109375
245.001,18,245,245,31.9929775414297,0.223950842790008,696.497395833333
