MIN=0	0	0	0	0	0	0
MAX=100	1000	2047	2047	1000	100	2000
SCALE=100	5	100	500	500	50	500
DEC=0	0	0	1	0	0	0
DEF="Time" t / s	"Events" N	"Channel" n	"Energy" E / keV	"Rate" R / 1/s	"Dead time" t / %	"Voltage" U / V
0	0	0	0			699.6015625
1.001	0	1	1	761.135470151474	5.32794829106032	704.2578125
2	0	2	2	802.389504878086	5.6167265341466	706.973958333333
3	0	3	3	840.613389278041	5.88429372494629	707.75
4	0	4	4	842.929446805302	5.90050612763712	709.690104166667
5.001	0	5	5	848.752899813163	5.94127029869214	709.302083333333
6	0	6	6	846.58964969101	5.92612754783707	703.869791666667
7.001	0	7	7	806.447312997531	5.64513119098272	712.794270833333
8.001	1	8	8	862.025010056033	6.03417507039223	705.809895833333
9.001	0	9	9	800.581221967148	5.60406855377004	708.526041666667
10.001	0	10	10	836.444684374044	5.85511279061831	708.526041666667
11	0	11	11	799.238325875441	5.59466828112808	702.317708333333
12	12	12	12	807.316629582122	5.65121640707485	708.526041666667
13	34	13	13	816.226788863662	5.71358752204563	706.973958333333
14	42	14	14	824.15604701483	5.76909232910381	705.421875
15	34	15	15	829.873522464316	5.80911465725021	704.2578125
16	49	16	16	781.382496499318	5.46967747549522	706.197916666667
17	45	17	17	892.138856802381	6.24497199761667	707.75
18.001	39	18	18	780.938436945609	5.46656905861926	701.541666666667
19.001	38	19	19	807.427533656512	5.65199273559558	707.75
20	52	20	20	842.882747192404	5.90017923034683	705.033854166667
21.001	45	21	21	782.938558313597	5.48056990819518	710.078125
21.999	43	22	22	798.317914176272	5.5882253992339	710.078125
23	46	23	23	854.106326920178	5.97874428844125	717.0625
24	53	24	24	844.826832020499	5.91378782414349	713.958333333333
25	55	25	25	861.116150383247	6.02781305268273	708.138020833333
26	53	26	26	861.659642637684	6.03161749846379	702.317708333333
27	48	27	27	813.945300436193	5.69761710305335	705.421875
28	63	28	28	835.420381733023	5.84794267213116	706.973958333333
29	54	29	29	799.835056237292	5.59884539366104	708.526041666667
30	49	30	30	796.571414624297	5.57599990237008	706.973958333333
31	53	31	31	809.833787628706	5.66883651340094	706.5859375
32	65	32	32	825.520712425483	5.77864498697838	706.973958333333
33	68	33	33	829.027734695588	5.80319414286911	704.645833333333
34	95	34	34	848.970373136495	5.94279261195546	704.645833333333
35	101	35	35	864.441466923836	6.05109026846685	709.302083333333
36.001	124	36	36	852.01991482689	5.96413940378823	702.317708333333
37	143	37	37	786.942779395444	5.50859945576811	707.361979166667
37.999	162	38	38	835.32365386191	5.84726557703337	709.302083333333
39	181	39	39	817.445259211781	5.72211681448246	702.705729166667
40.001	214	40	40	831.274015661691	5.81891810963184	701.541666666667
41.001	229	41	41	835.025605112883	5.84517923579018	707.75
42	228	42	42	852.313114535235	5.96619180174664	706.973958333333
43	225	43	43	805.770023690305	5.64039016583213	704.2578125
44	224	44	44	845.534800761482	5.91874360533037	708.138020833333
45.001	210	45	45	823.941912095197	5.76759338466638	704.2578125
46	178	46	46	777.537831512949	5.44276482059064	709.302083333333
47	174	47	47	822.774888790427	5.75942422153299	706.197916666667
48	175	48	48	822.969622809594	5.76078735966716	708.9140625
49	140	49	49	815.742771477199	5.71019940034039	705.809895833333
49.999	137	50	50	807.112455429596	5.64978718800717	699.989583333333
51	132	51	51	806.42160410142	5.64495122870994	705.033854166667
52	103	52	52	809.618220030466	5.66732754021326	705.809895833333
53.001	108	53	53	830.258755298909	5.81181128709236	711.630208333333
54	93	54	54	810.343985471531	5.67240789830072	699.213541666667
55	88	55	55	798.837852026121	5.59186496418284	708.9140625
56.001	87	56	56	863.426577747371	6.0439860442316	712.40625
57	75	57	57	811.725439024857	5.682078073174	706.197916666667
58	67	58	58	803.867855737054	5.62707499015938	715.510416666667
59	79	59	59	835.261450718075	5.84683015502652	704.2578125
60.001	73	60	60	850.956516122026	5.95669561285418	705.809895833333
61.001	79	61	61	762.023775141784	5.33416642599249	706.197916666667
62	89	62	62	820.856021853767	5.74599215297637	709.690104166667
63	98	63	63	799.610742685263	5.59727519879684	705.033854166667
64	81	64	64	835.404997010539	5.84783497907377	706.5859375
65	76	65	65	796.416591856824	5.57491614299776	707.75
66	73	66	66	816.558971611189	5.71591280127832	705.809895833333
67.001	71	67	67	820.040510001194	5.74028357000836	704.645833333333
68.001	85	68	68	877.626435974596	6.14338505182217	706.197916666667
69	84	69	69	811.513931772992	5.68059752241094	705.033854166667
70	88	70	70	815.296236288836	5.70707365402185	712.794270833333
71	67	71	71	853.323665666387	5.97326565966471	706.197916666667
72	71	72	72	855.860837027899	5.99102585919529	704.645833333333
73	81	73	73	821.848097706255	5.75293668394378	708.9140625
74.003	83	74	74	830.183548769975	5.81128484138982	705.809895833333
75	89	75	75	835.05480102654	5.84538360718578	707.75
76	72	76	76	788.535573361427	5.51974901352999	701.153645833333
76.999	92	77	77	827.98393711162	5.79588755978134	700.765625
78	104	78	78	816.399324504331	5.71479527153032	707.75
79	71	79	79	825.647083366608	5.77952958356626	705.809895833333
80.001	90	80	80	843.781038820426	5.90646727174298	710.854166666667
81	72	81	81	848.532279590485	5.93972595713339	704.2578125
82.001	91	82	82	818.045416817418	5.72631791772192	700.377604166667
82.999	65	83	83	770.829026618128	5.39580318632689	700.765625
84.001	86	84	84	820.6762438881	5.7447337072167	707.75
85	89	85	85	841.988969944494	5.89392278961146	707.75
86	99	86	86	838.654905615795	5.87058433931057	707.75
87	109	87	87	782.666153918571	5.47866307742999	701.541666666667
88	122	88	88	833.428715731372	5.83400101011961	699.989583333333
89.001	118	89	89	822.519585622238	5.75763709935566	708.9140625
90	135	90	90	839.380816750843	5.8756657172559	706.197916666667
91.001	132	91	91	838.449634441512	5.86914744109058	709.302083333333
92	123	92	92	875.321538275683	6.12725076792978	706.197916666667
92.999	125	93	93	790.66605708649	5.53466239960543	701.153645833333
94.001	145	94	94	809.923417241325	5.66946392068928	701.9296875
95.001	113	95	95	813.070167955495	5.69149117568846	710.854166666667
96	138	96	96	842.340136947299	5.8963809586311	708.9140625
97	153	97	97	813.641290086541	5.69548903060579	701.153645833333
98	141	98	98	846.16813511052	5.92317694577364	708.9140625
98.999	165	99	99	840.856543669702	5.88599580568791	706.197916666667
	131	100	100			
	142	101	101			
	115	102	102			
	128	103	103			
	133	104	104			
	122	105	105			
	91	106	106			
	120	107	107			
	111	108	108			
	123	109	109			
	105	110	110			
	110	111	111			
	132	112	112			
	119	113	113			
	118	114	114			
	109	115	115			
	108	116	116			
	112	117	117			
	79	118	118			
	103	119	119			
	103	120	120			
	81	121	121			
	79	122	122			
	94	123	123			
	87	124	124			
	73	125	125			
	100	126	126			
	93	127	127			
	90	128	128			
	82	129	129			
	93	130	130			
	104	131	131			
	98	132	132			
	96	133	133			
	92	134	134			
	93	135	135			
	104	136	136			
	92	137	137			
	83	138	138			
	90	139	139			
	91	140	140			
	93	141	141			
	94	142	142			
	92	143	143			
	93	144	144			
	87	145	145			
	112	146	146			
	72	147	147			
	77	148	148			
	91	149	149			
	93	150	150			
	110	151	151			
	99	152	152			
	94	153	153			
	73	154	154			
	80	155	155			
	107	156	156			
	115	157	157			
	92	158	158			
	106	159	159			
	102	160	160			
	88	161	161			
	103	162	162			
	89	163	163			
	88	164	164			
	84	165	165			
	102	166	166			
	109	167	167			
	104	168	168			
	102	169	169			
	95	170	170			
	87	171	171			
	98	172	172			
	95	173	173			
	99	174	174			
	99	175	175			
	94	176	176			
	118	177	177			
	105	178	178			
	108	179	179			
	113	180	180			
	97	181	181			
	102	182	182			
	101	183	183			
	103	184	184			
	82	185	185			
	98	186	186			
	99	187	187			
	99	188	188			
	95	189	189			
	94	190	190			
	96	191	191			
	123	192	192			
	104	193	193			
	95	194	194			
	111	195	195			
	109	196	196			
	113	197	197			
	112	198	198			
	125	199	199			
	116	200	200			
	128	201	201			
	116	202	202			
	134	203	203			
	112	204	204			
	113	205	205			
	111	206	206			
	118	207	207			
	141	208	208			
	122	209	209			
	136	210	210			
	120	211	211			
	122	212	212			
	137	213	213			
	117	214	214			
	108	215	215			
	132	216	216			
	113	217	217			
	125	218	218			
	121	219	219			
	111	220	220			
	124	221	221			
	117	222	222			
	126	223	223			
	128	224	224			
	121	225	225			
	129	226	226			
	131	227	227			
	119	228	228			
	120	229	229			
	137	230	230			
	115	231	231			
	119	232	232			
	116	233	233			
	133	234	234			
	112	235	235			
	115	236	236			
	105	237	237			
	93	238	238			
	94	239	239			
	107	240	240			
	116	241	241			
	113	242	242			
	95	243	243			
	104	244	244			
	116	245	245			
	99	246	246			
	118	247	247			
	121	248	248			
	114	249	249			
	121	250	250			
	119	251	251			
	119	252	252			
	113	253	253			
	97	254	254			
	118	255	255			
	115	256	256			
	114	257	257			
	120	258	258			
	122	259	259			
	93	260	260			
	123	261	261			
	107	262	262			
	127	263	263			
	85	264	264			
	105	265	265			
	101	266	266			
	116	267	267			
	110	268	268			
	112	269	269			
	94	270	270			
	111	271	271			
	81	272	272			
	104	273	273			
	112	274	274			
	106	275	275			
	79	276	276			
	88	277	277			
	108	278	278			
	108	279	279			
	104	280	280			
	90	281	281			
	88	282	282			
	93	283	283			
	96	284	284			
	122	285	285			
	100	286	286			
	84	287	287			
	100	288	288			
	106	289	289			
	92	290	290			
	115	291	291			
	93	292	292			
	103	293	293			
	94	294	294			
	88	295	295			
	109	296	296			
	93	297	297			
	125	298	298			
	110	299	299			
	96	300	300			
	96	301	301			
	108	302	302			
	100	303	303			
	99	304	304			
	89	305	305			
	95	306	306			
	83	307	307			
	114	308	308			
	89	309	309			
	89	310	310			
	125	311	311			
	99	312	312			
	117	313	313			
	103	314	314			
	93	315	315			
	91	316	316			
	80	317	317			
	99	318	318			
	90	319	319			
	101	320	320			
	105	321	321			
	103	322	322			
	98	323	323			
	84	324	324			
	102	325	325			
	111	326	326			
	92	327	327			
	95	328	328			
	105	329	329			
	122	330	330			
	97	331	331			
	92	332	332			
	98	333	333			
	105	334	334			
	94	335	335			
	86	336	336			
	99	337	337			
	96	338	338			
	103	339	339			
	81	340	340			
	95	341	341			
	87	342	342			
	118	343	343			
	74	344	344			
	94	345	345			
	99	346	346			
	98	347	347			
	114	348	348			
	110	349	349			
	94	350	350			
	113	351	351			
	104	352	352			
	105	353	353			
	87	354	354			
	91	355	355			
	102	356	356			
	95	357	357			
	106	358	358			
	112	359	359			
	111	360	360			
	93	361	361			
	103	362	362			
	84	363	363			
	108	364	364			
	98	365	365			
	95	366	366			
	90	367	367			
	87	368	368			
	91	369	369			
	106	370	370			
	100	371	371			
	102	372	372			
	110	373	373			
	99	374	374			
	89	375	375			
	91	376	376			
	95	377	377			
	113	378	378			
	109	379	379			
	108	380	380			
	88	381	381			
	96	382	382			
	99	383	383			
	102	384	384			
	94	385	385			
	84	386	386			
	105	387	387			
	111	388	388			
	115	389	389			
	109	390	390			
	86	391	391			
	92	392	392			
	109	393	393			
	114	394	394			
	108	395	395			
	111	396	396			
	98	397	397			
	105	398	398			
	97	399	399			
	114	400	400			
	114	401	401			
	109	402	402			
	90	403	403			
	105	404	404			
	110	405	405			
	90	406	406			
	94	407	407			
	101	408	408			
	114	409	409			
	99	410	410			
	107	411	411			
	98	412	412			
	99	413	413			
	106	414	414			
	79	415	415			
	92	416	416			
	104	417	417			
	101	418	418			
	89	419	419			
	127	420	420			
	95	421	421			
	105	422	422			
	88	423	423			
	125	424	424			
	99	425	425			
	92	426	426			
	109	427	427			
	101	428	428			
	98	429	429			
	94	430	430			
	103	431	431			
	122	432	432			
	112	433	433			
	105	434	434			
	103	435	435			
	112	436	436			
	102	437	437			
	115	438	438			
	106	439	439			
	93	440	440			
	92	441	441			
	105	442	442			
	126	443	443			
	86	444	444			
	87	445	445			
	111	446	446			
	110	447	447			
	105	448	448			
	98	449	449			
	111	450	450			
	90	451	451			
	105	452	452			
