Time t / s,Events N,Channel n,Energy E / keV,Voltage U / V
288.001,12,288,288,696.109375
289.001,6,289,289,696.109375
290,11,290,290,696.109375
291.001,19,291,291,696.109375
292,13,292,292,696.109375
293,12,293,293,696.109375
294,13,294,294,695.721354166667
295,11,295,295,696.109375
296,12,296,296,696.109375
297.001,9,297,297,696.109375
298.001,15,298,298,696.109375
299,6,299,299,696.109375
300,5,300,300,696.109375
301.001,11,301,301,695.333333333333
302.001,11,302,302,696.109375
303.001,8,303,303,696.109375
304,10,304,304,696.109375
305,10,305,305,696.109375
306,10,306,306,696.109375
307,9,307,307,696.109375
308,13,308,308,696.109375
309,12,309,309,695.721354166667
310,9,310,310,695.721354166667
311.001,14,311,311,695.333333333333
312,10,312,312,696.109375
313,13,313,313,696.109375
314.001,8,314,314,696.109375
315,11,315,315,696.109375
316,10,316,316,696.109375
317,4,317,317,696.109375
318.001,9,318,318,696.109375
319.001,10,319,319,696.109375
320.001,10,320,320,696.109375
321.001,10,321,321,696.109375
322,9,322,322,696.109375
323,9,323,323,696.109375
324,10,324,324,696.109375
325.001,15,325,325,696.109375
326,9,326,326,696.109375
327.001,10,327,327,696.109375
328.001,7,328,328,696.109375
329,8,329,329,696.109375
330.001,11,330,330,696.109375
331,4,331,331,696.109375
332.001,15,332,332,696.109375
333.001,12,333,333,696.109375
334.001,5,334,334,696.109375
335.001,5,335,335,695.721354166667
336.001,13,336,336,696.109375
337.001,6,337,337,696.109375
338,9,338,338,696.109375
339,8,339,339,696.109375
340.001,10,340,340,696.109375
341,8,341,341,696.109375
342,10,342,342,696.109375
343.001,6,343,343,696.109375
344,7,344,344,695.721354166667
345,8,345,345,696.109375
346.001,7,346,346,696.109375
347.001,9,347,347,696.109375
348.001,7,348,348,696.109375
349.001,7,349,349,696.109375
350,9,350,350,696.109375
351.001,10,351,351,696.109375
352.001,3,352,352,696.109375
353,5,353,353,696.109375
354,8,354,354,696.109375
355.001,6,355,355,696.109375
356.001,11,356,356,696.109375
357.001,8,357,357,696.109375
357.999,3,358,358,696.109375
359,11,359,359,695.721354166667
360,8,360,360,696.109375
361,10,361,361,696.109375
362,8,362,362,696.109375
363.001,12,363,363,696.109375
364.001,13,364,364,696.109375
365.001,10,365,365,696.109375
366,9,366,366,696.109375
367,8,367,367,696.109375
368.001,5,368,368,696.109375
369,9,369,369,696.109375
370,8,370,370,696.109375
371.001,5,371,371,696.109375
372,8,372,372,696.109375
373.001,10,373,373,696.109375
374.001,6,374,374,696.109375
375.001,6,375,375,695.721354166667
376,7,376,376,696.109375
377.001,4,377,377,696.109375
378,8,378,378,696.109375
379,8,379,379,696.109375
380,7,380,380,696.109375
381.001,8,381,381,696.109375
382.001,5,382,382,696.109375
383.001,7,383,383,695.721354166667
384.001,11,384,384,696.109375
385.001,8,385,385,696.109375
386.001,3,386,386,696.109375
387,9,387,387,696.109375
387.999,7,388,388,696.109375
389.001,7,389,389,696.109375
390.001,10,390,390,696.109375
391.001,6,391,391,696.109375
392.001,7,392,392,695.721354166667
393,2,393,393,695.333333333333
394,9,394,394,695.721354166667
395,5,395,395,696.109375
396.001,5,396,396,695.721354166667
397,4,397,397,696.109375
398.001,10,398,398,696.109375
399.001,6,399,399,696.109375
400.001,14,400,400,696.109375
401.001,8,401,401,696.109375
402,4,402,402,696.109375
403,5,403,403,696.109375
404,3,404,404,696.109375
405.001,5,405,405,696.109375
406.001,3,406,406,696.109375
407,11,407,407,696.109375
408,10,408,408,696.109375
409,3,409,409,696.109375
410,5,410,410,696.109375
411.001,3,411,411,697.661458333333
412,6,412,412,696.109375
413.001,1,413,413,696.109375
414,4,414,414,696.109375
415.001,5,415,415,696.109375
416,7,416,416,696.109375
417,7,417,417,696.109375
418,3,418,418,696.109375
418.999,6,419,419,696.109375
420.001,3,420,420,696.109375
421,5,421,421,696.109375
422,4,422,422,696.109375
423,2,423,423,696.109375
424.001,5,424,424,696.109375
425.001,4,425,425,696.109375
426,3,426,426,695.721354166667
427.001,5,427,427,696.109375
428.001,6,428,428,696.109375
429,7,429,429,696.109375
430.001,5,430,430,696.109375
431.001,12,431,431,696.109375
432.001,4,432,432,696.109375
433.001,2,433,433,696.109375
434,6,434,434,696.109375
435,1,435,435,696.109375
436,8,436,436,695.721354166667
437,8,437,437,695.333333333333
438,5,438,438,696.109375
439,9,439,439,696.109375
440.001,10,440,440,696.109375
441.001,8,441,441,696.109375
442.001,6,442,442,696.109375
443,2,443,443,696.109375
444,7,444,444,696.109375
445,8,445,445,698.825520833333
446,4,446,446,696.109375
447,6,447,447,696.109375
448,8,448,448,696.109375
449.001,3,449,449,696.109375
450,5,450,450,696.109375
451.001,4,451,451,696.109375
452,8,452,452,696.109375
453.001,5,453,453,696.109375
454.001,5,454,454,696.109375
455.001,10,455,455,696.109375
456.001,9,456,456,696.109375
457.001,4,457,457,696.109375
458,7,458,458,696.109375
459.001,5,459,459,696.109375
460.001,5,460,460,696.109375
461,5,461,461,696.109375
462.001,3,462,462,696.109375
463.001,5,463,463,696.109375
464.001,3,464,464,696.109375
465,7,465,465,696.109375
466.001,3,466,466,696.109375
467,8,467,467,696.109375
468.001,2,468,468,696.109375
469,2,469,469,695.721354166667
470,8,470,470,696.109375
471,6,471,471,696.109375
472.001,10,472,472,696.109375
473.001,4,473,473,696.109375
474.001,6,474,474,696.109375
475.001,12,475,475,696.109375
476,9,476,476,696.109375
477.001,5,477,477,696.109375
478.001,6,478,478,696.109375
479,4,479,479,696.109375
480,4,480,480,696.109375
481.001,3,481,481,695.333333333333
482,2,482,482,696.109375
483,8,483,483,696.109375
484,10,484,484,696.109375
485.001,6,485,485,696.109375
486.001,4,486,486,696.109375
487.001,5,487,487,696.109375
488.001,5,488,488,696.109375
489.001,4,489,489,696.885416666667
490,6,490,490,696.109375
491.001,4,491,491,696.109375
492.001,6,492,492,696.109375
493.001,7,493,493,696.109375
494.001,4,494,494,696.109375
495.001,6,495,495,696.109375
496.003,8,496,496,696.109375
497.001,10,497,497,696.109375
498.001,8,498,498,696.109375
499.001,2,499,499,696.109375
500.001,5,500,500,696.109375
501,5,501,501,696.109375
502,3,502,502,694.9453125
503,8,503,503,696.109375
504,2,504,504,696.109375
505,1,505,505,696.109375
506,5,506,506,696.109375
507.001,4,507,507,696.109375
508,6,508,508,699.6015625
509,7,509,509,696.109375
510,7,510,510,696.109375
511,2,511,511,696.109375
512.001,3,512,512,696.109375
513,5,513,513,696.109375
514,3,514,514,696.109375
515.001,2,515,515,696.109375
516,9,516,516,696.109375
517.003,5,517,517,696.109375
518,2,518,518,696.109375
519.001,5,519,519,696.109375
520,5,520,520,696.109375
521.001,9,521,521,696.109375
522.001,3,522,522,696.109375
523.001,4,523,523,696.109375
524.001,9,524,524,695.721354166667
525,5,525,525,696.109375
526.001,3,526,526,696.109375
527,5,527,527,696.109375
528.001,5,528,528,696.109375
529.001,8,529,529,696.109375
530,4,530,530,696.109375
531,3,531,531,696.109375
532.001,5,532,532,696.109375
533.001,4,533,533,696.109375
534.001,4,534,534,695.333333333333
535,8,535,535,696.109375
536,7,536,536,696.109375
537,4,537,537,696.109375
538.001,6,538,538,696.109375
539.001,7,539,539,696.109375
540.001,2,540,540,696.109375
541.001,5,541,541,696.109375
542.001,6,542,542,696.109375
543.001,8,543,543,696.109375
544.001,3,544,544,696.109375
545,6,545,545,695.721354166667
546.001,6,546,546,696.109375
547.001,3,547,547,696.109375
548.001,3,548,548,696.109375
549,3,549,549,696.109375
550,2,550,550,696.109375
551,2,551,551,696.109375
552,1,552,552,696.109375
553.001,6,553,553,696.109375
554,4,554,554,696.109375
555.001,4,555,555,696.109375
556,4,556,556,696.109375
557,5,557,557,696.109375
558,4,558,558,696.109375
559.001,4,559,559,696.109375
560,2,560,560,696.109375
561,6,561,561,696.109375
562.001,6,562,562,696.109375
563,2,563,563,696.109375
564,4,564,564,696.109375
565.001,6,565,565,696.109375
566,3,566,566,696.109375
567.001,5,567,567,696.109375
568.001,5,568,568,696.109375
569,4,569,569,695.721354166667
570,5,570,570,696.109375
571.001,9,571,571,695.721354166667
572,4,572,572,696.109375
573,1,573,573,696.109375
574,1,574,574,696.109375
575.001,6,575,575,696.109375
576,3,576,576,696.109375
577,4,577,577,696.109375
578.001,5,578,578,694.9453125
579,5,579,579,696.109375
580,4,580,580,696.109375
581.001,4,581,581,696.109375
582,3,582,582,696.109375
583,6,583,583,696.109375
584,3,584,584,696.109375
585,2,585,585,696.109375
586,3,586,586,695.333333333333
587.001,4,587,587,696.109375
588,2,588,588,696.109375
589.001,2,589,589,696.109375
590.001,4,590,590,696.109375
591,6,591,591,696.109375
592,4,592,592,696.109375
593,2,593,593,696.109375
594,3,594,594,696.109375
595.001,4,595,595,696.109375
596,5,596,596,696.109375
597,2,597,597,696.109375
598,6,598,598,696.109375
599,5,599,599,696.109375
,5,600,600,
,4,601,601,
,2,602,602,
,3,603,603,
,2,604,604,
,4,605,605,
,0,606,606,
,4,607,607,
,2,608,608,
,4,609,609,
,3,610,610,
,5,611,611,
,0,612,612,
,5,613,613,
,3,614,614,
,8,615,615,
,3,616,616,
,3,617,617,
,3,618,618,
,3,619,619,
,3,620,620,
,1,621,621,
,4,622,622,
,5,623,623,
,3,624,624,
,2,625,625,
,4,626,626,
,1,627,627,
,4,628,628,
,8,629,629,
,4,630,630,
,5,631,631,
,1,632,632,
,0,633,633,
,4,634,634,
,6,635,635,
,3,636,636,
,1,637,637,
,3,638,638,
,6,639,639,
,0,640,640,
,3,641,641,
,2,642,642,
,7,643,643,
,4,644,644,
,2,645,645,
,5,646,646,
,3,647,647,
,3,648,648,
,5,649,649,
,3,650,650,
,3,651,651,
,3,652,652,
,4,653,653,
,4,654,654,
,4,655,655,
,5,656,656,
,2,657,657,
,2,658,658,
,4,659,659,
,3,660,660,
,8,661,661,
,3,662,662,
,5,663,663,
,4,664,664,
,3,665,665,
,1,666,666,
,4,667,667,
,1,668,668,
,6,669,669,
,3,670,670,
,5,671,671,
,5,672,672,
,7,673,673,
,6,674,674,
,4,675,675,
,10,676,676,
,2,677,677,
,4,678,678,
,1,679,679,
,5,680,680,
,5,681,681,
,5,682,682,
,4,683,683,
,3,684,684,
,3,685,685,
,7,686,686,
,3,687,687,
,1,688,688,
,2,689,689,
,1,690,690,
,5,691,691,
,4,692,692,
,1,693,693,
,6,694,694,
,5,695,695,
,3,696,696,
,4,697,697,
,4,698,698,
,5,699,699,
,6,700,700,
,6,701,701,
,3,702,702,
,2,703,703,
,4,704,704,
,2,705,705,
,2,706,706,
,4,707,707,
,6,708,708,
,3,709,709,
,3,710,710,
,0,711,711,
,4,712,712,
,5,713,713,
,3,714,714,
,9,715,715,
,3,716,716,
,6,717,717,
,2,718,718,
,2,719,719,
,5,720,720,
,0,721,721,
,2,722,722,
,1,723,723,
,2,724,724,
,2,725,725,
,2,726,726,
,4,727,727,
,3,728,728,
,3,729,729,
,3,730,730,
,3,731,731,
,2,732,732,
,2,733,733,
,1,734,734,
,1,735,735,
,2,736,736,
,1,737,737,
,1,738,738,
,1,739,739,
,4,740,740,
,2,741,741,
,3,742,742,
,6,743,743,
,6,744,744,
,2,745,745,
,1,746,746,
,0,747,747,
,3,748,748,
,1,749,749,
,2,750,750,
,4,751,751,
,2,752,752,
,2,753,753,
,2,754,754,
,1,755,755,
,0,756,756,
,2,757,757,
,2,758,758,
,3,759,759,
,1,760,760,
,3,761,761,
,4,762,762,
,3,763,763,
,2,764,764,
,2,765,765,
,2,766,766,
,5,767,767,
,4,768,768,
,1,769,769,
,3,770,770,
,3,771,771,
,1,772,772,
,2,773,773,
,2,774,774,
,1,775,775,
,2,776,776,
,2,777,777,
,3,778,778,
,1,779,779,
,1,780,780,
,3,781,781,
,3,782,782,
,3,783,783,
,1,784,784,
,1,785,785,
,4,786,786,
,4,787,787,
,1,788,788,
,3,789,789,
,4,790,790,
,3,791,791,
,3,792,792,
,1,793,793,
,0,794,794,
,4,795,795,
,3,796,796,
,1,797,797,
,3,798,798,
,3,799,799,
,3,800,800,
,1,801,801,
,1,802,802,
,2,803,803,
,1,804,804,
,3,805,805,
,2,806,806,
,0,807,807,
,1,808,808,
,3,809,809,
,1,810,810,
,2,811,811,
,0,812,812,
,1,813,813,
,3,814,814,
,1,815,815,
,2,816,816,
,3,817,817,
,1,818,818,
,2,819,819,
,5,820,820,
,2,821,821,
,0,822,822,
,0,823,823,
,0,824,824,
,2,825,825,
,2,826,826,
,2,827,827,
,3,828,828,
,0,829,829,
,2,830,830,
,0,831,831,
,4,832,832,
,1,833,833,
,1,834,834,
,4,835,835,
,1,836,836,
,3,837,837,
,4,838,838,
,1,839,839,
,4,840,840,
,3,841,841,
,3,842,842,
,1,843,843,
,1,844,844,
,3,845,845,
,0,846,846,
,0,847,847,
,4,848,848,
,2,849,849,
,1,850,850,
,3,851,851,
,4,852,852,
,3,853,853,
,6,854,854,
,3,855,855,
,2,856,856,
,2,857,857,
,2,858,858,
,1,859,859,
,3,860,860,
,1,861,861,
,1,862,862,
,1,863,863,
,1,864,864,
,2,865,865,
,0,866,866,
,5,867,867,
,0,868,868,
,2,869,869,
,1,870,870,
,0,871,871,
,3,872,872,
,5,873,873,
,1,874,874,
,4,875,875,
,2,876,876,
,1,877,877,
,4,878,878,
,3,879,879,
,4,880,880,
,1,881,881,
,2,882,882,
,2,883,883,
,2,884,884,
,2,885,885,
,3,886,886,
,2,887,887,
,2,888,888,
,6,889,889,
,1,890,890,
,1,891,891,
,3,892,892,
,4,893,893,
,0,894,894,
,1,895,895,
,4,896,896,
,1,897,897,
,0,898,898,
,2,899,899,
,1,900,900,
,3,901,901,
,7,902,902,
,2,903,903,
,3,904,904,
,2,905,905,
,0,906,906,
,5,907,907,
,3,908,908,
,1,909,909,
,0,910,910,
,2,911,911,
,0,912,912,
,1,913,913,
,2,914,914,
,2,915,915,
,3,916,916,
,1,917,917,
,0,918,918,
,3,919,919,
,3,920,920,
,4,921,921,
,1,922,922,
,3,923,923,
,3,924,924,
,3,925,925,
,2,926,926,
,1,927,927,
,2,928,928,
,0,929,929,
,2,930,930,
,4,931,931,
,3,932,932,
,4,933,933,
,0,934,934,
,3,935,935,
,2,936,936,
,4,937,937,
,2,938,938,
,0,939,939,
,2,940,940,
,4,941,941,
,1,942,942,
,0,943,943,
,0,944,944,
,4,945,945,
,1,946,946,
,1,947,947,
,1,948,948,
,2,949,949,
,1,950,950,
,3,951,951,
,1,952,952,
,1,953,953,
,1,954,954,
,0,955,955,
,1,956,956,
,1,957,957,
,3,958,958,
,1,959,959,
,2,960,960,
,2,961,961,
,4,962,962,
,2,963,963,
,1,964,964,
,1,965,965,
,4,966,966,
,1,967,967,
,2,968,968,
,2,969,969,
,0,970,970,
,2,971,971,
,2,972,972,
,3,973,973,
,1,974,974,
,0,975,975,
,2,976,976,
,0,977,977,
,2,978,978,
,1,979,979,
,5,980,980,
,1,981,981,
,3,982,982,
,5,983,983,
,3,984,984,
,2,985,985,
,2,986,986,
,1,987,987,
,0,988,988,
,1,989,989,
,0,990,990,
,0,991,991,
,3,992,992,
,2,993,993,
,1,994,994,
,4,995,995,
,3,996,996,
,3,997,997,
,1,998,998,
,2,999,999,
,1,1000,1000,
,1,1001,1001,
,0,1002,1002,
,3,1003,1003,
,1,1004,1004,
,2,1005,1005,
,1,1006,1006,
,2,1007,1007,
,4,1008,1008,
,0,1009,1009,
,3,1010,1010,
,3,1011,1011,
,1,1012,1012,
,1,1013,1013,
,1,1014,1014,
,1,1015,1015,
,0,1016,1016,
,2,1017,1017,
,3,1018,1018,
,4,1019,1019,
,2,1020,1020,
,0,1021,1021,
,3,1022,1022,
,1,1023,1023,
,0,1024,1024,
,0,1025,1025,
,1,1026,1026,
,0,1027,1027,
,3,1028,1028,
,1,1029,1029,
,2,1030,1030,
,3,1031,1031,
,0,1032,1032,
,1,1033,1033,
,2,1034,1034,
,0,1035,1035,
,0,1036,1036,
,0,1037,1037,
,1,1038,1038,
,1,1039,1039,
,5,1040,1040,
,0,1041,1041,
,2,1042,1042,
,3,1043,1043,
,2,1044,1044,
,2,1045,1045,
,3,1046,1046,
,0,1047,1047,
,3,1048,1048,
,2,1049,1049,
,1,1050,1050,
,1,1051,1051,
,0,1052,1052,
,5,1053,1053,
,1,1054,1054,
,3,1055,1055,
,3,1056,1056,
,2,1057,1057,
,2,1058,1058,
,3,1059,1059,
,1,1060,1060,
,2,1061,1061,
,1,1062,1062,
,0,1063,1063,
,0,1064,1064,
,3,1065,1065,
,1,1066,1066,
,3,1067,1067,
,0,1068,1068,
,2,1069,1069,
,0,1070,1070,
,6,1071,1071,
,0,1072,1072,
,0,1073,1073,
,1,1074,1074,
,2,1075,1075,
,1,1076,1076,
,7,1077,1077,
,1,1078,1078,
,1,1079,1079,
,2,1080,1080,
,0,1081,1081,
,0,1082,1082,
,1,1083,1083,
,2,1084,1084,
,3,1085,1085,
,1,1086,1086,
,4,1087,1087,
,2,1088,1088,
,1,1089,1089,
,1,1090,1090,
,2,1091,1091,
,2,1092,1092,
,0,1093,1093,
,1,1094,1094,
,0,1095,1095,
,2,1096,1096,
,2,1097,1097,
,0,1098,1098,
,1,1099,1099,
,1,1100,1100,
,1,1101,1101,
,0,1102,1102,
,3,1103,1103,
,1,1104,1104,
,0,1105,1105,
,1,1106,1106,
,0,1107,1107,
,0,1108,1108,
,1,1109,1109,
,3,1110,1110,
,3,1111,1111,
,1,1112,1112,
,2,1113,1113,
,0,1114,1114,
,0,1115,1115,
,3,1116,1116,
,0,1117,1117,
,2,1118,1118,
,1,1119,1119,
,0,1120,1120,
,0,1121,1121,
,0,1122,1122,
,1,1123,1123,
,0,1124,1124,
,3,1125,1125,
,5,1126,1126,
,1,1127,1127,
,1,1128,1128,
,1,1129,1129,
,2,1130,1130,
,0,1131,1131,
,0,1132,1132,
,0,1133,1133,
,2,1134,1134,
,2,1135,1135,
,1,1136,1136,
,1,1137,1137,
,1,1138,1138,
,1,1139,1139,
,1,1140,1140,
,2,1141,1141,
,1,1142,1142,
,3,1143,1143,
,0,1144,1144,
,4,1145,1145,
,3,1146,1146,
,0,1147,1147,
,5,1148,1148,
,0,1149,1149,
,6,1150,1150,
,2,1151,1151,
,1,1152,1152,
,1,1153,1153,
,3,1154,1154,
,0,1155,1155,
,0,1156,1156,
,3,1157,1157,
,0,1158,1158,
,2,1159,1159,
,1,1160,1160,
,1,1161,1161,
,1,1162,1162,
,2,1163,1163,
,1,1164,1164,
,0,1165,1165,
,2,1166,1166,
,5,1167,1167,
,2,1168,1168,
,1,1169,1169,
,2,1170,1170,
,1,1171,1171,
,0,1172,1172,
,2,1173,1173,
,1,1174,1174,
,1,1175,1175,
,1,1176,1176,
,3,1177,1177,
,5,1178,1178,
,1,1179,1179,
,0,1180,1180,
,2,1181,1181,
,3,1182,1182,
,2,1183,1183,
,2,1184,1184,
,1,1185,1185,
,0,1186,1186,
,0,1187,1187,
,0,1188,1188,
,1,1189,1189,
,1,1190,1190,
,2,1191,1191,
,1,1192,1192,
,0,1193,1193,
,1,1194,1194,
,1,1195,1195,
,2,1196,1196,
,1,1197,1197,
,0,1198,1198,
,2,1199,1199,
,2,1200,1200,
,1,1201,1201,
,1,1202,1202,
,0,1203,1203,
,1,1204,1204,
,3,1205,1205,
,2,1206,1206,
,0,1207,1207,
,3,1208,1208,
,0,1209,1209,
,0,1210,1210,
,1,1211,1211,
,1,1212,1212,
,0,1213,1213,
,0,1214,1214,
,1,1215,1215,
,1,1216,1216,
,4,1217,1217,
,0,1218,1218,
