Time t / s,Events N,Channel n,Energy E / keV,Rate R / 1/s,Voltage U / V,Dead time t / %
0,0,0,0,,696.109375,
1.001,0,1,1,11.6362270020552,696.109375,0.0814535890143862
2,0,2,2,16.9640650210659,696.109375,0.118748455147461
3,0,3,3,12.012590395994,696.109375,0.0840881327719583
4,0,4,4,10.0106222712921,696.109375,0.0700743558990445
5.001,0,5,5,13.3206298926257,696.109375,0.0932444092483801
6.001,0,6,6,16.6602894780831,696.109375,0.116622026346582
7,0,7,7,11.0147851461016,696.497395833333,0.0771034960227113
7.999,0,8,8,14.9730111474068,696.109375,0.104811078031848
9.002,0,9,9,10.0179642134275,696.109375,0.0701257494939926
9.999,0,10,10,13.3221590024101,696.109375,0.0932551130168706
10.999,0,11,11,16.6583097479431,696.109375,0.116608168235602
12,0,12,12,14.0005670229644,696.109375,0.098003969160751
13.001,0,13,13,15.0148406685168,696.109375,0.105103884679617
14,2,14,14,8.88013603480392,696.109375,0.0621609522436274
15,4,15,15,13.0096427472042,696.109375,0.0910674992304296
16.001,1,16,16,9.99856220675467,696.109375,0.0699899354472827
17,5,17,17,9.00246487488274,696.109375,0.0630172541241792
18,7,18,18,6.00234091295605,696.109375,0.0420163863906924
19.002,3,19,19,12.2000953160174,696.109375,0.0854006672121218
20.001,3,20,20,7.76625265883207,696.109375,0.0543637686118245
21,0,21,21,7.01478295359641,696.109375,0.0491034806751749
22,4,22,22,19.9864935717885,696.109375,0.139905455002519
23.001,6,23,23,12.2047612770885,696.109375,0.0854333289396193
24.001,3,24,24,11.999258445828,696.109375,0.0839948091207963
25.001,1,25,25,16.0140747703156,696.109375,0.112098523392209
26,4,26,26,17.0196236260408,696.109375,0.119137365382286
27,2,27,27,15.5412420716076,696.109375,0.108788694501253
28.001,8,28,28,11.0958592361544,696.109375,0.0776710146530808
29,2,29,29,13.022294167615,696.109375,0.0911560591733047
30,2,30,30,10.9897147259879,696.109375,0.0769280030819156
31,4,31,31,13.0205072989959,696.109375,0.0911435510929714
32,6,32,32,13.3111510396342,696.109375,0.0931780572774392
33.001,11,33,33,15.002560937152,696.109375,0.105017926560064
34,4,34,34,11.0087673823433,696.109375,0.0770613716764031
35.001,7,35,35,9.98728950955084,696.109375,0.0699110265668559
36,6,36,36,22.2096170306897,696.109375,0.155467319214828
37,9,37,37,14.0031745196636,696.109375,0.0980222216376453
38.001,10,38,38,11.1022231646776,696.109375,0.0777155621527433
39.001,8,39,39,16.0245592394904,696.109375,0.112171914676433
39.999,8,40,40,14.414986618457,696.109375,0.100904906329199
41,7,41,41,13.0088277905387,696.109375,0.0910617945337706
42,13,42,42,12.0112208825485,696.109375,0.0840785461778393
43,7,43,43,15.9790977422434,696.109375,0.111853684195704
