Time t / s,Events N,Channel n,Energy E / keV,Rate R / 1/s,Voltage U / V,Dead time t / %
0,0,0,0,,694.9453125,
1.001,0,1,1,15.8601615896703,696.109375,0.111021131127692
2,0,2,2,18.842308608419,697.661458333333,0.131896160258933
3,0,3,3,7.01306182765401,696.109375,0.049091432793578
4.001,0,4,4,12.9869429275806,696.109375,0.0909086004930643
5,0,5,5,10.9907150439309,696.109375,0.0769350053075162
6,0,6,6,16.6477529695429,696.109375,0.116534270786801
7,0,7,7,18.0397740939223,696.109375,0.126278418657456
7.999,0,8,8,15.5548711412253,696.109375,0.108884097988577
8.999,0,9,9,17.7681257370302,696.109375,0.124376880159211
10,0,10,10,12.2108918713314,696.109375,0.0854762430993197
11.001,0,11,11,14.0274868605032,696.109375,0.0981924080235221
12,0,12,12,11.9877078044173,696.109375,0.0839139546309214
13,1,13,13,16.9957374690428,696.497395833333,0.118970162283299
14,2,14,14,9.99866684442074,696.109375,0.0699906679109452
15,1,15,15,16.0265319235995,696.109375,0.112185723465197
16.001,3,16,16,11.988566504125,699.213541666667,0.0839199655288751
17,6,17,17,18.9811175842272,696.109375,0.13286782308959
18.001,4,18,18,11.0147741165225,696.109375,0.0771034188156574
19,3,19,19,14.4280573774986,696.109375,0.10099640164249
20,4,20,20,13.3303502971668,696.109375,0.0933124520801678
21.001,5,21,21,17.7529768690917,696.109375,0.124270838083642
22.001,4,22,22,17.7675180232037,696.109375,0.124372626162426
23.001,2,23,23,20.0233051248348,696.109375,0.140163135873844
24,7,24,24,17.9937058017106,696.109375,0.125955940611974
25,6,25,25,11.0119633970345,696.109375,0.0770837437792418
26,5,26,26,16.651358517736,696.109375,0.116559509624152
27.001,5,27,27,13.014599778031,695.721354166667,0.091102198446217
28,8,28,28,15.5321710092028,696.109375,0.10872519706442
29.001,4,29,29,13.0002860062921,696.109375,0.091002002044045
30.001,10,30,30,11.1058777747064,696.109375,0.0777411444229447
31,3,31,31,18.0091540530051,696.109375,0.126064078371036
32.001,6,32,32,12.0033057103926,696.109375,0.0840231399727485
33,8,33,33,3.99482590149239,696.109375,0.0279637813104467
34,5,34,34,8.00808816905074,696.109375,0.0560566171833552
35,3,35,35,22.9975024712316,696.109375,0.160982517298621
36.001,7,36,36,16.0008240424382,696.109375,0.112005768297067
37.001,10,37,37,11.0084005104295,696.109375,0.0770588035730066
38,4,38,38,13.3254343119939,696.109375,0.0932780401839576
39.001,6,39,39,13.9995702131945,696.109375,0.0979969914923612
40,4,40,40,10.0086284385769,696.109375,0.0700603990700383
41,5,41,41,8.87524467940176,696.109375,0.0621267127558123
42.001,2,42,42,17.7633342133585,696.109375,0.12434333949351
43,10,43,43,15.0116430303343,696.109375,0.10508150121234
44,8,44,44,11.0151535467342,696.109375,0.0771060748271397
45,5,45,45,13.3279562434311,696.109375,0.0932956937040179
46.001,5,46,46,16.6533218047938,696.109375,0.116573252633556
47.001,7,47,47,14.435273234183,696.109375,0.101046912639281
48,12,48,48,16.6495786491131,696.109375,0.116547050543792
49.001,6,49,49,11.0162544834904,696.109375,0.0771137813844327
50,9,50,50,13.3306642381159,696.109375,0.0933146496668111
51.001,6,51,51,13.9959103949826,696.109375,0.0979713727648781
52,5,52,52,12.9889905316254,696.109375,0.0909229337213778
53,6,53,53,14.0100564184972,696.109375,0.0980703949294804
54,3,54,54,14.4259007504686,696.109375,0.100981305253281
55,6,55,55,16.0198277407948,696.109375,0.112138794185563
56.001,12,56,56,15.5319073637106,696.109375,0.108723351545974
57,10,57,57,18.0321043586001,696.109375,0.1262247305102
58.001,6,58,58,11.1028370302265,696.109375,0.0777198592115853
59,8,59,59,14.4303844398719,696.109375,0.101012691079103
60,11,60,60,19.0268735562108,696.109375,0.133188114893476
61,6,61,61,19.9784454771574,696.109375,0.139849118340102
62.001,9,62,62,16.6453125801056,696.109375,0.116517188060739
63,8,63,63,16.0118631894371,696.109375,0.112083042326059
64.001,11,64,64,15.0198637698356,696.109375,0.105139046388849
65,7,65,65,13.9807666593068,696.109375,0.0978653666151476
66.001,10,66,66,18.9708607578759,696.109375,0.132796025305131
67.001,5,67,67,18.00794870856,696.109375,0.12605564095992
