Energy (keV),Counts
396.5,33
397.5,43
398.5,39
399.5,30
400.5,31
401.5,23
402.5,26
403.5,31
404.5,22
405.5,29
406.5,17
407.5,20
408.5,18
409.5,11
410.5,18
411.5,22
412.5,18
413.5,18
414.5,16
415.5,11
416.5,11
417.5,15
418.5,14
419.5,13
420.5,13
421.5,15
422.5,7
423.5,16
424.5,11
425.5,15
426.5,17
427.5,8
428.5,10
429.5,5
430.5,16
431.5,8
432.5,13
433.5,6
434.5,13
435.5,14
436.5,14
437.5,9
438.5,4
439.5,4
440.5,11
441.5,6
442.5,10
443.5,14
444.5,15
445.5,7
446.5,11
447.5,11
448.5,11
449.5,9
450.5,16
451.5,15
452.5,14
453.5,12
454.5,12
455.5,11
456.5,9
457.5,13
458.5,8
459.5,13
460.5,15
461.5,12
462.5,11
463.5,15
464.5,13
465.5,14
466.5,13
467.5,12
468.5,10
469.5,15
470.5,13
471.5,9
472.5,13
473.5,8
474.5,13
475.5,13
476.5,12
477.5,11
478.5,14
479.5,7
480.5,14
481.5,8
482.5,6
483.5,12
484.5,23
485.5,16
486.5,11
487.5,11
488.5,13
489.5,15
490.5,23
491.5,15
492.5,11
493.5,13
494.5,14
495.5,16
496.5,10
497.5,20
498.5,10
499.5,16
500.5,24
501.5,26
502.5,30
503.5,26
504.5,23
505.5,30
506.5,24
507.5,33
508.5,38
509.5,45
510.5,52
511.5,55
512.5,77
513.5,66
514.5,73
515.5,79
516.5,87
517.5,119
518.5,141
519.5,185
520.5,172
521.5,187
522.5,203
523.5,208
524.5,254
525.5,267
526.5,305
527.5,356
528.5,389
529.5,416
530.5,470
531.5,491
532.5,534
533.5,573
534.5,596
535.5,655
536.5,745
537.5,788
538.5,822
539.5,820
540.5,940
541.5,1025
542.5,1017
543.5,1122
544.5,1176
545.5,1194
546.5,1309
547.5,1361
548.5,1473
549.5,1475
550.5,1506
551.5,1544
552.5,1683
553.5,1697
554.5,1713
555.5,1792
556.5,1828
557.5,1831
558.5,1854
559.5,1848
560.5,1804
561.5,1839
562.5,1902
563.5,1962
564.5,1817
565.5,1795
566.5,1830
567.5,1769
568.5,1770
569.5,1763
570.5,1724
571.5,1672
572.5,1596
573.5,1506
574.5,1431
575.5,1411
576.5,1415
577.5,1342
578.5,1270
579.5,1187
580.5,1191
581.5,1109
582.5,1012
583.5,971
584.5,927
585.5,858
586.5,808
587.5,737
588.5,689
589.5,613
590.5,623
591.5,541
592.5,537
593.5,478
594.5,400
595.5,365
596.5,366
597.5,363
598.5,299
599.5,298
600.5,279
601.5,242
602.5,242
603.5,212
604.5,162
605.5,165
606.5,126
607.5,102
608.5,105
609.5,84
610.5,82
611.5,90
612.5,72
613.5,66
614.5,59
615.5,58
616.5,62
617.5,49
618.5,51
619.5,51
620.5,47
621.5,51
622.5,54
623.5,53
624.5,49
625.5,44
626.5,51
627.5,43
628.5,48
629.5,47
630.5,35
631.5,37
632.5,53
633.5,44
634.5,49
635.5,46
636.5,44
637.5,53
638.5,47
639.5,52
640.5,44
641.5,36
642.5,47
643.5,48
644.5,52
645.5,44
646.5,36
647.5,36
648.5,52
649.5,39
650.5,54
651.5,44
652.5,41
653.5,39
654.5,43
655.5,39
656.5,45
657.5,46
658.5,35
659.5,39
660.5,37
661.5,34
662.5,38
663.5,29
664.5,40
665.5,31
666.5,26
667.5,33
668.5,27
669.5,31
670.5,33
671.5,32
672.5,19
673.5,24
674.5,21
675.5,33
676.5,24
677.5,21
678.5,24
679.5,12
680.5,17
681.5,13
682.5,9
683.5,11
684.5,13
685.5,6
686.5,11
687.5,14
688.5,9
689.5,5
690.5,9
691.5,7
692.5,7
693.5,5
694.5,5
695.5,3
696.5,8
697.5,2
698.5,4
699.5,6
700.5,3
701.5,6
702.5,1
703.5,0
704.5,1
705.5,0
706.5,2
707.5,0
708.5,1
709.5,1
710.5,2
711.5,0
712.5,1
713.5,1
714.5,0
715.5,0
716.5,0
717.5,1
718.5,1
719.5,0
720.5,0
721.5,0
722.5,0
723.5,0
724.5,0
725.5,0
726.5,0
727.5,0
728.5,0
729.5,0
730.5,0
731.5,0
732.5,0
733.5,0
734.5,0
735.5,0
736.5,0
737.5,0
738.5,0
739.5,0
740.5,0
741.5,0
742.5,0
743.5,0
744.5,0
745.5,0
746.5,0
747.5,0
748.5,0
749.5,0
750.5,0
751.5,0
752.5,0
753.5,0
754.5,0
755.5,0
756.5,0
757.5,0
758.5,0
759.5,0
760.5,0
761.5,0
762.5,0
763.5,0
764.5,0
765.5,0
766.5,0
767.5,0
768.5,0
769.5,0
770.5,0
771.5,0
772.5,0
773.5,0
774.5,0
775.5,0
776.5,0
777.5,0
778.5,0
779.5,0
780.5,0
781.5,0
782.5,0
783.5,0
784.5,0
785.5,0
786.5,0
787.5,0
788.5,0
789.5,0
790.5,0
791.5,0
792.5,0
793.5,0
794.5,0
795.5,0
796.5,0
797.5,0
798.5,0
799.5,0
