Energy (keV),Counts
0.5,1105
1.5,387
2.5,287
3.5,274
4.5,228
5.5,206
6.5,162
7.5,205
8.5,133
9.5,132
10.5,147
11.5,143
12.5,138
13.5,139
14.5,142
15.5,103
16.5,103
17.5,118
18.5,97
19.5,113
20.5,107
21.5,107
22.5,87
23.5,100
24.5,113
25.5,71
26.5,89
27.5,88
28.5,88
29.5,86
30.5,82
31.5,56
32.5,78
33.5,77
34.5,74
35.5,70
36.5,61
37.5,77
38.5,62
39.5,81
40.5,61
41.5,62
42.5,61
43.5,70
44.5,63
45.5,66
46.5,64
47.5,56
48.5,56
49.5,57
50.5,68
51.5,48
52.5,67
53.5,59
54.5,53
55.5,47
56.5,50
57.5,45
58.5,47
59.5,59
60.5,50
61.5,37
62.5,39
63.5,48
64.5,50
65.5,56
66.5,39
67.5,38
68.5,42
69.5,40
70.5,46
71.5,40
72.5,43
73.5,41
74.5,50
75.5,35
76.5,38
77.5,39
78.5,47
79.5,38
80.5,52
81.5,36
82.5,34
83.5,48
84.5,54
85.5,51
86.5,33
87.5,34
88.5,45
89.5,46
90.5,44
91.5,34
92.5,39
93.5,39
94.5,35
95.5,44
96.5,28
97.5,38
98.5,30
99.5,30
100.5,34
101.5,19
102.5,44
103.5,28
104.5,41
105.5,29
106.5,27
107.5,25
108.5,34
109.5,32
110.5,26
111.5,32
112.5,25
113.5,31
114.5,31
115.5,27
116.5,27
117.5,22
118.5,30
119.5,27
120.5,31
121.5,33
122.5,29
123.5,28
124.5,26
125.5,18
126.5,21
127.5,24
128.5,25
129.5,27
130.5,22
131.5,22
132.5,25
133.5,29
134.5,34
135.5,16
136.5,15
137.5,30
138.5,33
139.5,27
140.5,26
141.5,26
142.5,22
143.5,23
144.5,24
145.5,17
146.5,20
147.5,26
148.5,23
149.5,24
150.5,17
151.5,19
152.5,17
153.5,28
154.5,25
155.5,25
156.5,20
157.5,27
158.5,19
159.5,28
160.5,17
161.5,27
162.5,22
163.5,24
164.5,17
165.5,30
166.5,28
167.5,31
168.5,28
169.5,23
170.5,33
171.5,32
172.5,33
173.5,32
174.5,40
175.5,33
176.5,38
177.5,39
178.5,50
179.5,47
180.5,51
181.5,45
182.5,53
183.5,46
184.5,60
185.5,50
186.5,46
187.5,66
188.5,54
189.5,51
190.5,61
191.5,52
192.5,60
193.5,41
194.5,38
195.5,46
196.5,42
197.5,61
198.5,53
199.5,47
200.5,47
201.5,39
202.5,42
203.5,42
204.5,42
205.5,38
206.5,43
207.5,37
208.5,40
209.5,29
210.5,41
211.5,36
212.5,42
213.5,37
214.5,39
215.5,45
216.5,33
217.5,35
218.5,32
219.5,41
220.5,31
221.5,32
222.5,34
223.5,33
224.5,32
225.5,28
226.5,34
227.5,34
228.5,22
229.5,32
230.5,30
231.5,45
232.5,25
233.5,29
234.5,34
235.5,35
236.5,30
237.5,43
238.5,46
239.5,33
240.5,29
241.5,31
242.5,25
243.5,28
244.5,42
245.5,25
246.5,36
247.5,45
248.5,28
249.5,30
250.5,32
251.5,32
252.5,45
253.5,39
254.5,42
255.5,33
256.5,34
257.5,32
258.5,29
259.5,36
260.5,43
261.5,36
262.5,38
263.5,36
264.5,41
265.5,28
266.5,25
267.5,34
268.5,30
269.5,41
270.5,35
271.5,35
272.5,49
273.5,53
274.5,42
275.5,35
276.5,34
277.5,50
