Energy (keV),Counts
0.5,1064
1.5,414
2.5,316
3.5,264
4.5,200
5.5,217
6.5,177
7.5,172
8.5,165
9.5,159
10.5,148
11.5,136
12.5,136
13.5,131
14.5,118
15.5,126
16.5,110
17.5,117
18.5,113
19.5,114
20.5,93
21.5,101
22.5,83
23.5,70
24.5,102
25.5,81
26.5,79
27.5,77
28.5,90
29.5,72
30.5,89
31.5,71
32.5,76
33.5,73
34.5,82
35.5,68
36.5,80
37.5,85
38.5,73
39.5,59
40.5,66
41.5,61
42.5,77
43.5,79
44.5,68
45.5,50
46.5,63
47.5,67
48.5,67
49.5,54
50.5,58
51.5,50
52.5,50
53.5,52
54.5,52
55.5,54
56.5,42
57.5,59
58.5,46
59.5,36
60.5,50
61.5,49
62.5,47
63.5,50
64.5,43
65.5,53
66.5,45
67.5,41
68.5,51
69.5,56
70.5,43
71.5,44
72.5,42
73.5,47
74.5,49
75.5,44
76.5,40
77.5,43
78.5,28
79.5,41
80.5,32
81.5,43
82.5,45
83.5,34
84.5,44
85.5,27
86.5,46
87.5,47
88.5,39
89.5,36
90.5,50
91.5,29
92.5,42
93.5,35
94.5,33
95.5,31
96.5,29
97.5,42
98.5,34
99.5,31
100.5,43
101.5,34
102.5,34
103.5,29
104.5,36
105.5,35
106.5,35
107.5,42
108.5,36
109.5,33
110.5,33
111.5,37
112.5,35
113.5,28
114.5,29
115.5,31
116.5,20
117.5,39
118.5,27
119.5,16
120.5,29
121.5,27
122.5,21
123.5,29
124.5,27
125.5,26
126.5,31
127.5,21
128.5,36
129.5,25
130.5,23
131.5,25
132.5,31
133.5,20
134.5,24
135.5,27
136.5,32
137.5,18
138.5,25
139.5,25
140.5,30
141.5,27
142.5,24
143.5,31
144.5,26
145.5,31
146.5,24
147.5,21
148.5,24
149.5,22
150.5,25
151.5,19
152.5,18
153.5,27
154.5,22
155.5,22
156.5,24
157.5,15
158.5,22
159.5,17
160.5,27
161.5,24
162.5,19
163.5,14
164.5,31
165.5,20
166.5,26
167.5,20
168.5,27
169.5,28
170.5,29
171.5,37
172.5,38
173.5,37
174.5,25
175.5,38
176.5,43
177.5,43
178.5,57
179.5,52
180.5,48
181.5,54
182.5,45
183.5,59
184.5,45
185.5,50
186.5,35
187.5,48
188.5,51
189.5,50
190.5,56
191.5,62
192.5,55
193.5,41
194.5,49
195.5,55
196.5,39
197.5,49
198.5,50
199.5,49
200.5,53
201.5,41
202.5,42
203.5,43
204.5,40
205.5,41
206.5,42
207.5,50
208.5,44
209.5,40
210.5,40
211.5,41
212.5,35
213.5,41
214.5,45
215.5,44
216.5,35
217.5,38
218.5,39
219.5,29
220.5,40
221.5,34
222.5,28
223.5,38
224.5,34
225.5,34
226.5,33
227.5,40
228.5,38
229.5,33
230.5,47
231.5,31
232.5,32
233.5,39
234.5,40
235.5,34
236.5,37
237.5,35
238.5,37
239.5,30
240.5,30
241.5,36
242.5,44
243.5,27
244.5,34
245.5,37
246.5,35
247.5,32
248.5,39
249.5,48
250.5,42
251.5,36
252.5,33
253.5,23
254.5,29
255.5,32
256.5,41
257.5,47
258.5,41
259.5,47
260.5,37
261.5,37
262.5,39
263.5,45
264.5,48
265.5,36
266.5,42
267.5,47
268.5,44
269.5,41
270.5,37
271.5,32
272.5,42
273.5,41
274.5,33
275.5,51
276.5,51
277.5,51
278.5,42
279.5,49
280.5,32
281.5,53
282.5,51
283.5,36
284.5,42
285.5,45
286.5,35
287.5,43
288.5,48
289.5,46
290.5,47
291.5,46
292.5,70
293.5,53
294.5,51
295.5,59
296.5,46
297.5,58
298.5,49
299.5,44
300.5,61
301.5,56
302.5,56
303.5,47
304.5,52
305.5,54
306.5,51
307.5,45
308.5,54
309.5,54
310.5,50
311.5,50
312.5,65
313.5,43
314.5,46
315.5,45
316.5,35
317.5,41
318.5,38
319.5,30
320.5,34
321.5,42
322.5,36
323.5,37
324.5,26
325.5,26
326.5,23
327.5,24
328.5,37
329.5,30
330.5,16
331.5,22
332.5,18
333.5,23
334.5,24
335.5,13
336.5,20
337.5,12
338.5,14
339.5,17
340.5,12
341.5,13
342.5,12
343.5,8
344.5,11
345.5,14
346.5,10
347.5,13
348.5,14
349.5,8
350.5,10
351.5,14
352.5,12
353.5,18
354.5,13
355.5,5
356.5,10
357.5,14
358.5,9
359.5,5
360.5,6
361.5,5
362.5,6
363.5,15
364.5,7
365.5,10
366.5,7
367.5,9
368.5,6
369.5,6
370.5,11
371.5,13
372.5,6
373.5,6
374.5,6
375.5,8
376.5,10
377.5,8
378.5,8
379.5,10
380.5,10
381.5,6
382.5,5
383.5,8
384.5,7
385.5,7
386.5,13
387.5,10
388.5,10
389.5,17
390.5,13
391.5,8
392.5,5
393.5,4
394.5,8
395.5,14
396.5,12
397.5,14
398.5,10
399.5,9
400.5,9
401.5,15
402.5,9
403.5,17
404.5,12
405.5,9
406.5,8
407.5,21
408.5,11
409.5,18
410.5,24
411.5,15
412.5,36
413.5,22
