Energy (keV),Counts
0.5,977
1.5,357
2.5,318
3.5,225
4.5,215
5.5,177
6.5,188
7.5,141
8.5,129
9.5,137
10.5,119
11.5,123
12.5,112
13.5,89
14.5,102
15.5,121
16.5,111
17.5,103
18.5,83
19.5,73
20.5,89
21.5,86
22.5,73
23.5,89
24.5,87
25.5,57
26.5,91
27.5,74
28.5,84
29.5,78
30.5,71
31.5,69
32.5,66
33.5,59
34.5,79
35.5,69
36.5,55
37.5,62
38.5,71
39.5,62
40.5,55
41.5,45
42.5,54
43.5,61
44.5,61
45.5,60
46.5,53
47.5,58
48.5,50
49.5,61
50.5,55
51.5,54
52.5,53
53.5,45
54.5,44
55.5,38
56.5,46
57.5,48
58.5,43
59.5,49
60.5,55
61.5,48
62.5,41
63.5,56
64.5,49
65.5,45
66.5,44
67.5,39
68.5,43
69.5,60
70.5,41
71.5,38
72.5,56
73.5,42
74.5,40
75.5,49
76.5,42
77.5,41
78.5,42
79.5,45
80.5,38
81.5,52
82.5,46
83.5,36
84.5,48
85.5,36
86.5,36
87.5,30
88.5,28
89.5,35
90.5,34
91.5,39
92.5,32
93.5,31
94.5,30
95.5,31
96.5,36
97.5,23
98.5,43
99.5,47
100.5,17
101.5,32
102.5,23
103.5,30
104.5,31
105.5,24
106.5,31
107.5,35
108.5,35
109.5,27
110.5,34
111.5,22
112.5,26
113.5,29
114.5,27
115.5,28
116.5,21
117.5,30
118.5,37
119.5,28
120.5,30
121.5,25
122.5,29
123.5,26
124.5,32
125.5,31
126.5,26
127.5,27
128.5,26
129.5,29
130.5,27
131.5,24
132.5,22
133.5,28
134.5,25
135.5,30
136.5,25
137.5,21
138.5,33
139.5,22
140.5,27
141.5,22
142.5,15
143.5,17
144.5,27
145.5,22
146.5,31
147.5,13
148.5,20
149.5,28
150.5,29
151.5,16
152.5,28
153.5,27
154.5,24
155.5,30
156.5,27
157.5,17
158.5,21
159.5,23
160.5,32
161.5,28
162.5,28
163.5,28
164.5,23
165.5,18
166.5,28
167.5,29
168.5,35
169.5,39
170.5,20
171.5,28
172.5,37
173.5,30
174.5,19
175.5,33
176.5,33
177.5,32
178.5,43
179.5,48
180.5,41
181.5,56
182.5,47
183.5,42
184.5,52
185.5,57
186.5,48
187.5,50
188.5,58
189.5,47
190.5,52
191.5,54
192.5,63
193.5,49
194.5,57
195.5,48
196.5,44
197.5,44
198.5,45
199.5,44
200.5,50
201.5,48
202.5,41
203.5,46
204.5,53
205.5,35
206.5,39
207.5,37
208.5,38
209.5,30
210.5,39
211.5,28
212.5,37
213.5,33
214.5,30
215.5,37
216.5,31
217.5,35
218.5,34
219.5,33
220.5,40
221.5,39
222.5,42
223.5,34
224.5,27
225.5,34
226.5,34
227.5,20
228.5,36
229.5,28
230.5,25
231.5,33
232.5,30
233.5,26
234.5,31
235.5,36
236.5,23
237.5,27
238.5,27
239.5,25
240.5,31
241.5,23
242.5,23
243.5,31
244.5,33
245.5,23
246.5,23
247.5,29
248.5,31
249.5,32
250.5,27
251.5,32
252.5,31
253.5,19
254.5,20
255.5,29
256.5,35
257.5,26
258.5,22
259.5,22
260.5,13
261.5,31
262.5,25
263.5,27
264.5,22
265.5,32
266.5,15
267.5,17
268.5,30
269.5,18
270.5,25
271.5,30
272.5,31
273.5,23
274.5,24
275.5,17
276.5,30
277.5,29
