Energy (keV),Counts
0.5,1226
1.5,448
2.5,339
3.5,274
4.5,228
5.5,212
6.5,196
7.5,180
8.5,168
9.5,187
10.5,153
11.5,135
12.5,158
13.5,121
14.5,117
15.5,115
16.5,134
17.5,130
18.5,118
19.5,117
20.5,108
21.5,111
22.5,106
23.5,72
24.5,89
25.5,87
26.5,104
27.5,77
28.5,75
29.5,80
30.5,70
31.5,92
32.5,74
33.5,78
34.5,65
35.5,65
36.5,69
37.5,60
38.5,65
39.5,73
40.5,51
41.5,57
42.5,65
43.5,77
44.5,71
45.5,63
46.5,54
47.5,74
48.5,72
49.5,65
50.5,40
51.5,53
52.5,49
53.5,65
54.5,54
55.5,46
56.5,54
57.5,40
58.5,56
59.5,48
60.5,60
61.5,51
62.5,47
63.5,60
64.5,49
65.5,40
66.5,48
67.5,45
68.5,60
69.5,39
70.5,52
71.5,57
72.5,42
73.5,42
74.5,54
75.5,45
76.5,45
77.5,38
78.5,47
79.5,44
80.5,39
81.5,41
82.5,36
83.5,37
84.5,43
85.5,42
86.5,37
87.5,36
88.5,44
89.5,43
90.5,50
91.5,32
92.5,39
93.5,35
94.5,29
95.5,46
96.5,43
97.5,36
98.5,42
99.5,46
100.5,30
101.5,29
102.5,27
103.5,37
104.5,43
105.5,39
106.5,37
107.5,27
108.5,31
109.5,49
110.5,30
111.5,28
112.5,26
113.5,48
114.5,23
115.5,30
116.5,28
117.5,33
118.5,36
119.5,28
120.5,25
121.5,28
122.5,29
123.5,30
124.5,38
125.5,29
126.5,29
127.5,30
128.5,22
129.5,30
130.5,34
131.5,33
132.5,25
133.5,37
134.5,24
135.5,27
136.5,30
137.5,26
138.5,23
139.5,20
140.5,28
141.5,24
142.5,26
143.5,25
144.5,30
145.5,25
146.5,24
147.5,23
148.5,27
149.5,26
150.5,16
151.5,22
152.5,21
153.5,25
154.5,27
155.5,25
156.5,31
157.5,15
158.5,19
159.5,21
160.5,23
161.5,20
162.5,28
163.5,26
164.5,31
165.5,28
166.5,27
167.5,33
168.5,29
169.5,30
170.5,38
171.5,37
172.5,50
173.5,47
174.5,45
175.5,48
176.5,52
177.5,54
178.5,50
179.5,46
180.5,66
181.5,74
182.5,64
183.5,86
184.5,60
185.5,74
186.5,75
187.5,74
188.5,59
189.5,77
190.5,95
191.5,76
192.5,86
193.5,81
194.5,70
195.5,60
196.5,56
197.5,78
198.5,81
199.5,62
200.5,58
201.5,58
202.5,60
203.5,50
204.5,56
205.5,64
206.5,62
207.5,66
208.5,48
209.5,53
210.5,48
211.5,50
212.5,48
213.5,56
214.5,55
215.5,48
216.5,47
217.5,35
218.5,30
219.5,53
220.5,53
221.5,47
222.5,53
223.5,40
224.5,35
225.5,39
226.5,32
227.5,34
228.5,41
229.5,39
230.5,27
231.5,30
232.5,43
233.5,41
234.5,51
235.5,39
236.5,47
237.5,41
238.5,29
239.5,44
240.5,39
241.5,43
242.5,39
243.5,31
244.5,37
245.5,46
246.5,42
247.5,47
248.5,40
249.5,43
250.5,29
251.5,41
252.5,32
253.5,44
254.5,30
255.5,24
256.5,29
257.5,43
258.5,39
259.5,48
260.5,30
261.5,52
262.5,44
263.5,38
264.5,53
265.5,23
266.5,42
267.5,50
268.5,35
269.5,45
270.5,43
271.5,52
272.5,45
273.5,37
274.5,51
275.5,43
276.5,48
277.5,52
278.5,50
279.5,44
280.5,51
281.5,64
282.5,48
283.5,58
284.5,56
285.5,59
286.5,48
287.5,67
