Energy (keV),Counts
0.5,1134
1.5,405
2.5,277
3.5,298
4.5,219
5.5,206
6.5,170
7.5,195
8.5,165
9.5,163
10.5,145
11.5,143
12.5,133
13.5,130
14.5,129
15.5,106
16.5,137
17.5,130
18.5,103
19.5,105
20.5,98
21.5,100
22.5,83
23.5,94
24.5,67
25.5,91
26.5,88
27.5,64
28.5,78
29.5,81
30.5,77
31.5,83
32.5,83
33.5,78
34.5,86
35.5,76
36.5,79
37.5,59
38.5,72
39.5,60
40.5,60
41.5,62
42.5,55
43.5,48
44.5,55
45.5,62
46.5,59
47.5,57
48.5,53
49.5,52
50.5,57
51.5,58
52.5,56
53.5,58
54.5,51
55.5,47
56.5,63
57.5,52
58.5,45
59.5,63
60.5,50
61.5,34
62.5,49
63.5,45
64.5,50
65.5,45
66.5,51
67.5,48
68.5,37
69.5,45
70.5,46
71.5,57
72.5,53
73.5,39
74.5,36
75.5,44
76.5,41
77.5,39
78.5,36
79.5,40
80.5,36
81.5,47
82.5,35
83.5,36
84.5,42
85.5,29
86.5,37
87.5,30
88.5,38
89.5,28
90.5,39
91.5,37
92.5,34
93.5,35
94.5,42
95.5,36
96.5,40
97.5,40
98.5,33
99.5,34
100.5,35
101.5,30
102.5,32
103.5,28
104.5,32
105.5,39
106.5,30
107.5,46
108.5,38
109.5,34
110.5,31
111.5,24
112.5,26
113.5,30
114.5,29
115.5,33
116.5,36
117.5,33
118.5,31
119.5,20
120.5,25
121.5,24
122.5,32
123.5,23
124.5,28
125.5,24
126.5,28
127.5,19
128.5,31
129.5,22
130.5,21
131.5,21
132.5,30
133.5,19
134.5,24
135.5,28
136.5,29
137.5,28
138.5,25
139.5,24
140.5,26
141.5,18
142.5,22
143.5,20
144.5,32
145.5,28
146.5,29
147.5,21
148.5,28
149.5,20
150.5,20
151.5,16
152.5,22
153.5,26
154.5,23
155.5,15
156.5,21
157.5,23
158.5,21
159.5,19
160.5,33
161.5,21
162.5,20
163.5,27
164.5,27
165.5,33
166.5,24
167.5,20
168.5,25
169.5,30
170.5,24
171.5,40
172.5,33
173.5,30
174.5,29
175.5,53
176.5,48
177.5,38
178.5,45
179.5,37
180.5,52
181.5,45
182.5,42
183.5,50
184.5,37
185.5,37
186.5,52
187.5,58
188.5,44
189.5,47
190.5,52
191.5,61
192.5,42
193.5,49
194.5,67
195.5,38
196.5,51
197.5,50
198.5,42
199.5,35
200.5,51
201.5,37
202.5,47
203.5,46
204.5,46
205.5,42
206.5,28
207.5,53
208.5,42
209.5,44
210.5,43
211.5,44
212.5,28
213.5,37
214.5,35
215.5,35
216.5,35
217.5,42
218.5,39
219.5,33
220.5,44
221.5,43
222.5,33
223.5,35
224.5,38
225.5,42
226.5,34
227.5,38
228.5,29
229.5,41
230.5,41
231.5,32
232.5,27
233.5,27
234.5,38
235.5,35
236.5,30
237.5,30
238.5,25
239.5,30
240.5,37
241.5,41
242.5,33
243.5,39
244.5,28
245.5,30
246.5,26
247.5,27
248.5,34
249.5,33
250.5,30
251.5,43
252.5,40
253.5,31
254.5,37
255.5,39
