Energy (keV),Counts
0.5,958
1.5,379
2.5,271
3.5,206
4.5,197
5.5,187
6.5,165
7.5,160
8.5,162
9.5,150
10.5,120
11.5,125
12.5,123
13.5,111
14.5,104
15.5,112
16.5,119
17.5,100
18.5,77
19.5,104
20.5,87
21.5,84
22.5,79
23.5,93
24.5,84
25.5,75
26.5,85
27.5,66
28.5,68
29.5,67
30.5,56
31.5,76
32.5,66
33.5,54
34.5,61
35.5,64
36.5,66
37.5,55
38.5,72
39.5,61
40.5,65
41.5,66
42.5,69
43.5,52
44.5,53
45.5,68
46.5,52
47.5,65
48.5,48
49.5,49
50.5,55
51.5,45
52.5,45
53.5,49
54.5,55
55.5,47
56.5,60
57.5,52
58.5,45
59.5,50
60.5,47
61.5,46
62.5,46
63.5,44
64.5,45
65.5,46
66.5,50
67.5,40
68.5,51
69.5,38
70.5,40
71.5,44
72.5,39
73.5,42
74.5,30
75.5,37
76.5,44
77.5,37
78.5,40
79.5,46
80.5,36
81.5,47
82.5,42
83.5,40
84.5,49
85.5,54
86.5,29
87.5,35
88.5,29
89.5,36
90.5,33
91.5,31
92.5,47
93.5,38
94.5,43
95.5,36
96.5,31
97.5,35
98.5,33
99.5,34
100.5,38
101.5,33
102.5,33
103.5,31
104.5,28
105.5,26
106.5,35
107.5,36
108.5,37
109.5,23
110.5,36
111.5,39
112.5,36
113.5,40
114.5,21
115.5,27
116.5,23
117.5,31
118.5,29
119.5,21
120.5,39
121.5,32
122.5,25
123.5,31
124.5,39
125.5,24
126.5,22
127.5,29
128.5,25
129.5,22
130.5,21
131.5,17
132.5,30
133.5,26
134.5,21
135.5,22
136.5,24
137.5,25
138.5,20
139.5,24
140.5,29
141.5,31
142.5,27
143.5,33
144.5,24
145.5,24
146.5,31
147.5,21
148.5,19
149.5,26
150.5,30
151.5,28
152.5,25
153.5,32
154.5,26
155.5,24
156.5,22
157.5,23
158.5,21
159.5,14
160.5,26
161.5,17
162.5,27
163.5,23
164.5,22
165.5,33
166.5,24
167.5,26
168.5,32
169.5,18
170.5,28
171.5,28
172.5,36
173.5,35
174.5,34
175.5,33
176.5,53
177.5,42
178.5,35
179.5,30
180.5,49
181.5,39
182.5,50
183.5,51
184.5,53
185.5,56
186.5,43
187.5,55
188.5,53
189.5,56
190.5,46
191.5,59
192.5,57
193.5,46
194.5,32
195.5,53
196.5,50
197.5,42
198.5,44
199.5,45
200.5,41
201.5,41
202.5,46
203.5,43
204.5,43
205.5,44
206.5,39
207.5,40
208.5,25
209.5,47
210.5,29
211.5,38
212.5,37
213.5,31
214.5,38
215.5,36
216.5,36
217.5,24
218.5,39
219.5,40
220.5,26
221.5,32
222.5,42
223.5,28
224.5,33
225.5,19
226.5,35
227.5,28
228.5,35
229.5,20
230.5,31
231.5,30
232.5,25
233.5,33
234.5,26
235.5,32
236.5,31
237.5,25
238.5,26
239.5,36
240.5,30
241.5,25
242.5,30
243.5,33
244.5,33
245.5,34
246.5,24
247.5,27
248.5,27
249.5,26
250.5,34
251.5,36
252.5,30
253.5,21
254.5,30
255.5,22
256.5,27
257.5,27
258.5,25
259.5,26
260.5,27
261.5,24
262.5,25
263.5,35
264.5,24
265.5,28
266.5,21
267.5,24
268.5,25
269.5,23
270.5,25
271.5,29
272.5,27
273.5,34
274.5,14
275.5,17
276.5,18
277.5,25
278.5,29
279.5,30
280.5,15
281.5,18
282.5,31
283.5,33
284.5,20
285.5,32
286.5,25
287.5,21
288.5,21
289.5,28
290.5,31
291.5,28
292.5,30
293.5,24
294.5,40
295.5,28
296.5,23
297.5,25
298.5,21
299.5,22
300.5,26
301.5,27
302.5,25
303.5,26
304.5,23
305.5,22
306.5,28
307.5,33
308.5,19
309.5,33
310.5,26
311.5,25
312.5,24
313.5,20
314.5,27
315.5,27
316.5,29
317.5,22
318.5,24
319.5,17
320.5,30
321.5,24
322.5,39
323.5,29
324.5,35
325.5,32
326.5,27
327.5,34
328.5,30
329.5,28
330.5,42
331.5,44
332.5,24
333.5,30
334.5,24
335.5,26
336.5,29
337.5,31
338.5,43
339.5,31
340.5,27
341.5,43
342.5,29
343.5,42
344.5,43
345.5,40
346.5,40
347.5,35
348.5,37
349.5,30
350.5,34
351.5,42
352.5,38
353.5,36
354.5,38
355.5,51
356.5,35
357.5,58
358.5,48
359.5,31
360.5,56
361.5,56
362.5,48
363.5,55
364.5,45
365.5,51
366.5,63
367.5,49
368.5,60
369.5,62
370.5,60
371.5,50
372.5,58
373.5,48
374.5,65
375.5,49
376.5,53
377.5,54
378.5,50
379.5,73
380.5,63
381.5,50
382.5,57
