Energy (keV),Counts
0.5,915
1.5,380
2.5,284
3.5,225
4.5,207
5.5,180
6.5,174
7.5,147
8.5,143
9.5,140
10.5,125
11.5,121
12.5,111
13.5,128
14.5,115
15.5,108
16.5,102
17.5,105
18.5,95
19.5,93
20.5,95
21.5,94
22.5,98
23.5,93
24.5,79
25.5,93
26.5,71
27.5,85
28.5,67
29.5,73
30.5,66
31.5,68
32.5,71
33.5,66
34.5,67
35.5,70
36.5,54
37.5,68
38.5,72
39.5,59
40.5,54
41.5,74
42.5,60
43.5,62
44.5,57
45.5,41
46.5,55
47.5,58
48.5,53
49.5,52
50.5,51
51.5,51
52.5,54
53.5,59
54.5,56
55.5,46
56.5,49
57.5,65
58.5,49
59.5,58
60.5,49
61.5,56
62.5,41
63.5,39
64.5,33
65.5,43
66.5,48
67.5,47
68.5,48
69.5,34
70.5,38
71.5,44
72.5,33
73.5,38
74.5,44
75.5,34
76.5,33
77.5,46
78.5,38
79.5,32
80.5,33
81.5,42
82.5,37
83.5,37
84.5,51
85.5,31
86.5,25
87.5,40
88.5,43
89.5,40
90.5,29
91.5,44
92.5,33
93.5,37
94.5,30
95.5,34
96.5,44
97.5,34
98.5,33
99.5,32
100.5,30
101.5,41
102.5,29
103.5,31
104.5,35
105.5,31
106.5,37
107.5,21
108.5,29
109.5,24
110.5,31
111.5,26
112.5,26
113.5,24
114.5,31
115.5,29
116.5,29
117.5,33
118.5,25
119.5,33
120.5,26
121.5,31
122.5,27
123.5,23
124.5,29
125.5,27
126.5,25
127.5,18
128.5,28
129.5,25
130.5,36
131.5,19
132.5,31
133.5,27
134.5,30
135.5,14
136.5,19
137.5,27
138.5,24
139.5,21
140.5,26
141.5,33
142.5,25
143.5,23
144.5,23
145.5,22
146.5,23
147.5,25
148.5,31
149.5,26
150.5,22
151.5,21
152.5,28
153.5,23
154.5,23
155.5,20
156.5,15
157.5,28
158.5,25
159.5,21
160.5,27
161.5,17
162.5,27
163.5,28
164.5,21
165.5,19
166.5,32
167.5,26
168.5,23
169.5,33
170.5,29
171.5,34
172.5,28
173.5,36
174.5,41
175.5,36
176.5,27
177.5,27
178.5,28
179.5,53
180.5,52
181.5,45
182.5,37
183.5,62
184.5,57
185.5,63
186.5,54
187.5,56
188.5,42
189.5,55
190.5,53
191.5,37
192.5,50
193.5,54
194.5,36
195.5,54
196.5,44
197.5,50
198.5,39
199.5,36
200.5,44
201.5,47
202.5,49
203.5,39
204.5,33
205.5,48
206.5,28
207.5,48
208.5,45
209.5,38
210.5,38
211.5,27
212.5,33
213.5,30
214.5,33
215.5,34
216.5,31
217.5,46
218.5,35
219.5,34
220.5,29
221.5,46
222.5,28
223.5,38
224.5,35
225.5,31
226.5,32
227.5,31
228.5,24
229.5,25
230.5,36
231.5,32
232.5,35
233.5,29
234.5,32
235.5,31
236.5,26
237.5,33
238.5,25
239.5,28
240.5,40
241.5,20
242.5,24
243.5,33
244.5,33
245.5,22
246.5,28
247.5,21
248.5,19
249.5,23
250.5,24
251.5,30
252.5,27
253.5,25
254.5,29
255.5,24
256.5,25
257.5,19
258.5,27
259.5,25
260.5,19
261.5,27
262.5,25
263.5,28
264.5,33
265.5,28
266.5,33
267.5,25
268.5,25
269.5,35
270.5,27
271.5,34
272.5,25
273.5,30
274.5,34
275.5,30
276.5,38
277.5,18
278.5,30
279.5,30
280.5,31
281.5,30
282.5,31
283.5,21
284.5,29
285.5,25
286.5,18
287.5,20
288.5,31
289.5,26
290.5,29
291.5,28
292.5,24
293.5,20
294.5,34
295.5,28
296.5,22
297.5,23
298.5,33
299.5,29
300.5,31
301.5,27
302.5,20
303.5,39
304.5,23
305.5,21
306.5,27
307.5,24
308.5,37
309.5,18
310.5,29
311.5,32
312.5,23
313.5,30
314.5,23
315.5,18
316.5,38
317.5,27
318.5,33
319.5,18
320.5,29
321.5,28
322.5,28
323.5,21
324.5,33
325.5,25
326.5,31
327.5,28
328.5,35
329.5,26
330.5,31
331.5,41
332.5,28
333.5,34
334.5,30
335.5,33
336.5,28
337.5,31
338.5,33
339.5,32
340.5,30
341.5,33
342.5,43
343.5,52
344.5,36
345.5,43
346.5,42
347.5,30
348.5,39
349.5,23
350.5,41
351.5,48
352.5,49
353.5,41
354.5,55
355.5,35
356.5,41
357.5,40
358.5,49
359.5,49
360.5,49
361.5,53
362.5,48
363.5,60
364.5,49
365.5,53
366.5,52
367.5,39
368.5,38
369.5,48
370.5,51
371.5,52
372.5,54
373.5,50
374.5,54
375.5,40
376.5,73
377.5,52
378.5,51
379.5,62
380.5,43
381.5,53
382.5,52
383.5,47
384.5,44
385.5,57
386.5,42
387.5,40
