Energy (keV),Counts
0.5,1249
1.5,459
2.5,412
3.5,262
4.5,255
5.5,244
6.5,206
7.5,206
8.5,200
9.5,182
10.5,152
11.5,156
12.5,154
13.5,134
14.5,142
15.5,122
16.5,144
17.5,135
18.5,124
19.5,130
20.5,109
21.5,89
22.5,108
23.5,112
24.5,88
25.5,88
26.5,97
27.5,79
28.5,102
29.5,93
30.5,77
31.5,85
32.5,87
33.5,76
34.5,70
35.5,77
36.5,72
37.5,79
38.5,65
39.5,67
40.5,71
41.5,78
42.5,78
43.5,61
44.5,72
45.5,77
46.5,66
47.5,57
48.5,58
49.5,43
50.5,56
51.5,68
52.5,73
53.5,54
54.5,54
55.5,60
56.5,70
57.5,48
58.5,35
59.5,45
60.5,45
61.5,35
62.5,56
63.5,54
64.5,50
65.5,55
66.5,49
67.5,52
68.5,45
69.5,44
70.5,36
71.5,50
72.5,45
73.5,44
74.5,39
75.5,52
76.5,51
77.5,43
78.5,54
79.5,29
80.5,39
81.5,42
82.5,44
83.5,39
84.5,29
85.5,38
86.5,42
87.5,37
88.5,38
89.5,38
90.5,42
91.5,31
92.5,35
93.5,29
94.5,32
95.5,38
96.5,35
97.5,32
98.5,26
99.5,32
100.5,38
101.5,34
102.5,30
103.5,31
104.5,34
105.5,23
106.5,32
107.5,36
108.5,37
109.5,32
110.5,26
111.5,27
112.5,31
113.5,29
114.5,22
115.5,32
116.5,27
117.5,27
118.5,23
119.5,31
120.5,29
121.5,17
122.5,32
123.5,27
124.5,39
125.5,40
126.5,20
127.5,30
128.5,36
129.5,32
130.5,22
131.5,32
132.5,27
133.5,28
134.5,22
135.5,25
136.5,24
137.5,20
138.5,29
139.5,13
140.5,29
141.5,32
142.5,28
143.5,24
144.5,20
145.5,33
146.5,26
147.5,20
148.5,26
149.5,26
150.5,34
151.5,22
152.5,30
153.5,20
154.5,27
155.5,31
156.5,22
157.5,29
158.5,20
159.5,28
160.5,24
161.5,28
162.5,24
163.5,34
164.5,22
165.5,35
166.5,23
167.5,24
168.5,36
169.5,29
170.5,26
171.5,39
172.5,44
173.5,36
174.5,30
175.5,40
176.5,36
177.5,47
178.5,63
179.5,44
180.5,58
181.5,48
182.5,49
183.5,62
184.5,56
185.5,57
186.5,63
187.5,56
188.5,60
189.5,52
190.5,60
191.5,71
192.5,64
193.5,54
194.5,69
195.5,47
196.5,74
197.5,61
198.5,66
199.5,66
200.5,54
201.5,50
202.5,63
203.5,56
204.5,50
205.5,58
206.5,59
207.5,55
208.5,50
209.5,33
210.5,55
211.5,59
212.5,61
213.5,76
214.5,66
215.5,54
216.5,51
217.5,60
218.5,61
219.5,68
220.5,47
221.5,60
222.5,67
223.5,83
224.5,62
225.5,61
226.5,72
227.5,77
228.5,71
229.5,74
230.5,58
231.5,75
232.5,59
233.5,65
234.5,58
235.5,70
236.5,68
237.5,70
238.5,67
239.5,81
240.5,61
241.5,55
242.5,59
243.5,71
244.5,76
245.5,54
246.5,65
247.5,44
248.5,56
249.5,41
250.5,36
251.5,50
252.5,38
253.5,39
254.5,35
255.5,31
256.5,29
257.5,35
258.5,30
259.5,27
260.5,20
261.5,27
262.5,19
263.5,22
264.5,13
265.5,8
266.5,13
267.5,11
268.5,5
269.5,17
270.5,14
271.5,16
272.5,11
273.5,10
274.5,14
275.5,12
276.5,10
277.5,8
278.5,11
279.5,14
280.5,9
281.5,7
282.5,11
283.5,14
284.5,10
285.5,9
286.5,11
287.5,7
288.5,9
289.5,6
290.5,2
291.5,6
292.5,13
293.5,6
294.5,10
295.5,6
296.5,12
297.5,7
298.5,11
299.5,10
300.5,3
301.5,9
302.5,6
303.5,12
304.5,11
305.5,7
306.5,7
307.5,10
308.5,6
309.5,6
310.5,10
311.5,8
312.5,14
313.5,11
314.5,8
315.5,11
316.5,4
317.5,8
318.5,3
319.5,10
320.5,8
321.5,3
322.5,8
323.5,15
324.5,5
325.5,6
326.5,12
327.5,8
328.5,9
329.5,12
330.5,13
331.5,6
332.5,5
333.5,9
334.5,10
335.5,9
336.5,10
337.5,10
338.5,8
339.5,10
340.5,12
341.5,9
342.5,11
343.5,10
344.5,20
345.5,11
346.5,16
347.5,23
348.5,8
349.5,41
350.5,24
351.5,35
352.5,40
353.5,43
