Energy (keV),Counts
0.5,938
1.5,355
2.5,264
3.5,206
4.5,203
5.5,161
6.5,178
7.5,166
8.5,156
9.5,139
10.5,134
11.5,139
12.5,125
13.5,130
14.5,105
15.5,105
16.5,115
17.5,112
18.5,93
19.5,97
20.5,99
21.5,69
22.5,76
23.5,86
24.5,66
25.5,79
26.5,88
27.5,81
28.5,77
29.5,65
30.5,79
31.5,82
32.5,64
33.5,60
34.5,72
35.5,82
36.5,66
37.5,59
38.5,57
39.5,49
40.5,68
41.5,68
42.5,51
43.5,58
44.5,52
45.5,59
46.5,51
47.5,61
48.5,50
49.5,67
50.5,47
51.5,65
52.5,61
53.5,55
54.5,45
55.5,41
56.5,58
57.5,45
58.5,43
59.5,50
60.5,48
61.5,52
62.5,44
63.5,33
64.5,56
65.5,44
66.5,41
67.5,45
68.5,36
69.5,48
70.5,47
71.5,35
72.5,55
73.5,49
74.5,45
75.5,39
76.5,36
77.5,39
78.5,40
79.5,51
80.5,37
81.5,46
82.5,37
83.5,51
84.5,38
85.5,32
86.5,29
87.5,37
88.5,39
89.5,43
90.5,27
91.5,26
92.5,23
93.5,37
94.5,46
95.5,39
96.5,28
97.5,32
98.5,30
99.5,22
100.5,43
101.5,39
102.5,40
103.5,32
104.5,30
105.5,33
106.5,31
107.5,36
108.5,32
109.5,22
110.5,39
111.5,21
112.5,23
113.5,24
114.5,35
115.5,18
116.5,34
117.5,26
118.5,27
119.5,20
120.5,38
121.5,29
122.5,25
123.5,20
124.5,35
125.5,15
126.5,25
127.5,33
128.5,22
129.5,32
130.5,34
131.5,29
132.5,22
133.5,18
134.5,29
135.5,19
136.5,16
137.5,33
138.5,21
139.5,21
140.5,28
141.5,29
142.5,21
143.5,18
144.5,20
145.5,25
146.5,27
147.5,19
148.5,23
149.5,25
150.5,20
151.5,20
152.5,19
153.5,21
154.5,21
155.5,28
156.5,21
157.5,23
158.5,23
159.5,22
160.5,28
161.5,17
162.5,24
163.5,23
164.5,46
165.5,34
166.5,33
167.5,23
168.5,24
169.5,26
170.5,31
171.5,34
172.5,40
173.5,35
174.5,32
175.5,34
176.5,40
177.5,43
178.5,42
179.5,38
180.5,44
181.5,50
182.5,43
183.5,56
184.5,43
185.5,57
186.5,43
187.5,58
188.5,47
189.5,38
190.5,52
191.5,50
192.5,51
193.5,53
194.5,59
195.5,59
196.5,48
197.5,56
198.5,37
199.5,64
200.5,44
201.5,50
202.5,42
203.5,36
204.5,37
205.5,37
206.5,38
207.5,40
208.5,50
209.5,37
210.5,53
211.5,41
212.5,40
213.5,34
214.5,48
215.5,28
216.5,41
217.5,41
218.5,29
219.5,29
220.5,37
221.5,31
222.5,35
